"Station_ID","Sample_Date","Sample_Year","Sample_Month","Sample_Time","Microcycstis","Genus","Species","Division","Tow_length_m","Net_radius_cm","Tow_vol_filtered_L","Total_sample_vol_mL","Aliquot_mL","Count_factor","Indiv_counted","Indiv_per_L","Biomass_factor","Species_biomass_ugDW.L","Comments"
"A-TMI",2021-04-21,"2021","April","12:30","none","Synchaeta","spp.","Rotifera",14,6,158.33664,80,4,0.126313151523236,101,12.7576283038468,0.0054561853368,0.0696079844837936,"na"
"A-TMI",2021-04-21,"2021","April","12:30","none","veliger","quagga","Bivalvia",14,6,158.33664,80,4,0.126313151523236,2,0.252626303046471,0.00436102252288892,0.00110170899745982,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Bosmina","longirostris","Cladocera",10,6,113.0976,106,0.06,15.6207264050401,16,249.931622480642,0.392687650448445,98.145061604691,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Daphnia","lumholtzi","Cladocera",10,6,113.0976,106,0.06,15.6207264050401,1,15.6207264050401,1.12163813329866,17.5208024057183,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","calanoid","copepodid","Copepoda",10,6,113.0976,106,0.06,15.6207264050401,1,15.6207264050401,0.826969267830841,12.9178606781619,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","cyclopoid","copepodid","Copepoda",10,6,113.0976,106,0.06,15.6207264050401,1,15.6207264050401,1.01941865000335,15.9240598238977,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","nauplii",NA,"Copepoda",10,6,113.0976,106,0.06,15.6207264050401,3,46.8621792151204,0.17514810810742,8.20782203131921,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Ascomorpha","ovalis","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,2,31.2414528100803,0.0128079468,0.400138865546219,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Asplanchna","spp.","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,4,62.4829056201605,2.2369879582875,139.773507471114,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Keratella","cochlearis","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,24,374.897433720963,0.0021346578,0.800277731092437,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Keratella","cochlearis var. tecta","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,33,515.483971366324,0.00144036035055,0.742482673700105,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Polyarthra","vulgaris","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,20,312.414528100803,0.0298852092,9.33657352941177,"na"
"B-BC",2021-04-20,"2021","April","13:00","none","Synchaeta","spp.","Rotifera",10,6,113.0976,106,0.06,15.6207264050401,103,1608.93481971913,0.0073304148852,11.7941597517857,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Bosmina","longirostris","Cladocera",24,6,271.43424,118,0.1,4.34727763159136,9,39.1254986843222,0.440330709082718,17.2281585788826,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Daphnia","lumholtzi","Cladocera",24,6,271.43424,118,0.1,4.34727763159136,1,4.34727763159136,7.65667755940704,33.2857030863177,"na"
"B-D",2021-04-20,"2021","April","13:45","none","cyclopoid","copepodid","Copepoda",24,6,271.43424,118,0.1,4.34727763159136,13,56.5146092106876,1.20564690445322,68.1366636512488,"na"
"B-D",2021-04-20,"2021","April","13:45","none","nauplii",NA,"Copepoda",24,6,271.43424,118,0.1,4.34727763159136,25,108.681940789784,0.0614359990373887,6.67698360974271,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Asplanchna","spp.","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,4,17.3891105263654,1.9517827336029,33.9397656780725,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Collotheca","spp.","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,1,4.34727763159136,0.012295628928,0.053452512605042,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Keratella","cochlearis","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,49,213.016603947977,0.00255860083908,0.545024461599265,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Keratella","cochlearis var. tecta","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,23,99.9873855266012,0.0015561655362,0.15559692341124,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Polyarthra","vulgaris","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,81,352.1294881589,0.0257643709092,9.07239474099265,"na"
"B-D",2021-04-20,"2021","April","13:45","none","Synchaeta","spp.","Rotifera",24,6,271.43424,118,0.1,4.34727763159136,40,173.891105263654,0.010812041757,1.88011789128151,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Bosmina","longirostris","Cladocera",14,6,158.33664,100,0.1,6.31565757616178,31,195.785384861015,0.516863851275193,101.19438804266,"na"
"B-M",2021-04-20,"2021","April","14:20","none","calanoid","copepodid","Copepoda",14,6,158.33664,100,0.1,6.31565757616178,2,12.6313151523236,1.32941470056806,16.792256051007,"na"
"B-M",2021-04-20,"2021","April","14:20","none","cyclopoid","copepodid","Copepoda",14,6,158.33664,100,0.1,6.31565757616178,3,18.9469727284853,1.63204342564192,30.9222822773413,"na"
"B-M",2021-04-20,"2021","April","14:20","none","nauplii",NA,"Copepoda",14,6,158.33664,100,0.1,6.31565757616178,16,101.050521218588,0.0763410873647459,7.71430666860137,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Ascomorpha","ovalis","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,9,56.840918185456,0.0128079468,0.728015456182473,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Asplanchna","spp.","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,1,6.31565757616178,0.5987149444683,3.7812785749925,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Keratella","cochlearis","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,58,366.308139417383,0.0023185941471,0.849319908088236,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Keratella","cochlearis var. tecta","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,20,126.313151523236,0.0015561655362,0.196564173169268,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Polyarthra","vulgaris","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,94,593.671812159207,0.02146056872652,12.7405347258403,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Synchaeta","spp.","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,40,252.626303046471,0.00411188458725,1.03877020183073,"na"
"B-M",2021-04-20,"2021","April","14:20","none","Trichocerca","rousseleti","Rotifera",14,6,158.33664,100,0.1,6.31565757616178,1,6.31565757616178,0.053281058688,0.336504921968788,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Bosmina","longirostris","Cladocera",4,6,45.23904,106,0.2,11.7155448037801,1,11.7155448037801,0.318689683936118,3.73362327065611,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","nauplii",NA,"Copepoda",4,6,45.23904,106,0.2,11.7155448037801,9,105.439903234021,0.0145491579291871,1.53406180418998,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Ascomorpha","ovalis","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,3,35.1466344113403,0.0065576687616,0.230479986554622,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Collotheca","spp.","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,3,35.1466344113403,0.02401490025,0.844042919511555,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Keratella","cochlearis","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,36,421.759612936083,0.0024879436659,1.04931415753677,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Keratella","cochlearis var. tecta","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,56,656.070509011686,0.0012473517078,0.818350669852942,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Polyarthra","vulgaris","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,64,749.794867441926,0.018080551566,13.5567047647059,"na"
"B-MBL",2021-04-20,"2021","April","14:45","none","Synchaeta","spp.","Rotifera",4,6,45.23904,106,0.2,11.7155448037801,58,679.501598619246,0.0035097331995,2.38486931978729,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Bosmina","longirostris","Cladocera",5,6,56.5488,94,0.3,5.54093691348593,1,5.54093691348593,0.534948847336571,2.96411781503396,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","nauplii",NA,"Copepoda",5,6,56.5488,94,0.3,5.54093691348593,8,44.3274953078875,0.0279122441534396,1.23727987174421,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Collotheca","spp.","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,2,11.0818738269719,0.041497747632,0.459872803361345,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Keratella","cochlearis var. tecta","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,1,5.54093691348593,0.0010929447936,0.00605593815126051,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Keratella","tropica","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,2,11.0818738269719,0.0312535248498,0.346347619033614,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Lecane","luna","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,1,5.54093691348593,0.018443443392,0.102193956302521,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Lepadella","acuminata","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,1,5.54093691348593,0.010673289,0.0591400210084034,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Polyarthra","vulgaris","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,13,72.0321798753171,0.030781765476,2.21727766764706,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Synchaeta","spp.","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,207,1146.97394109159,0.0094906885788,10.8855724828992,"na"
"C-BCF",2021-04-22,"2021","April","11:35","none","Trichocerca","rousseleti","Rotifera",5,6,56.5488,94,0.3,5.54093691348593,1,5.54093691348593,0.0062161235136,0.0344431482352941,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","cyclopoid","copepodid","Copepoda",5,6,56.5488,140,0.35,7.07353648530119,1,7.07353648530119,0.361608931810693,2.55785397257372,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","nauplii",NA,"Copepoda",5,6,56.5488,140,0.35,7.07353648530119,9,63.6618283677107,0.0279122441534396,1.77694449665391,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","Keratella","cochlearis","Rotifera",5,6,56.5488,140,0.35,7.07353648530119,1,7.07353648530119,0.0021346578,0.0150995798319328,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","Keratella","cochlearis var. tecta","Rotifera",5,6,56.5488,140,0.35,7.07353648530119,7,49.5147553971083,0.0010929447936,0.0541168941176471,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","Polyarthra","vulgaris","Rotifera",5,6,56.5488,140,0.35,7.07353648530119,9,63.6618283677107,0.0217863175068,1.38695680588235,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","Synchaeta","spp.","Rotifera",5,6,56.5488,140,0.35,7.07353648530119,204,1443.00144300144,0.0064402625826,9.2933082,"na"
"C-BD",2021-04-22,"2021","April","11:10","none","veliger","quagga","Bivalvia",5,6,56.5488,140,0.35,7.07353648530119,1,7.07353648530119,0.00657051041060817,0.0464767451164882,"na"
"C-D",2021-04-22,"2021","April","12:00","none","cyclopoid","copepodid","Copepoda",24,6,271.43424,120,0.2,2.21048015165662,22,48.6305633364457,1.53389666500013,74.5942589188515,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Mesocyclops","edax","Copepoda",24,6,271.43424,120,0.2,2.21048015165662,1,2.21048015165662,3.63034739983396,8.0248108709512,"na"
"C-D",2021-04-22,"2021","April","12:00","none","nauplii",NA,"Copepoda",24,6,271.43424,120,0.2,2.21048015165662,47,103.892567127861,0.102556788967651,10.6548880822396,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Collotheca","spp.","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,3,6.63144045496987,0.02401490025,0.159253381039916,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Keratella","cochlearis","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,4,8.84192060662649,0.0036886886784,0.0326150924369748,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Keratella","cochlearis var. tecta","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,4,8.84192060662649,0.0007321876254,0.00647394485294118,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Keratella","tropica","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,11,24.3152816682228,0.0234812358,0.570952862394958,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Polyarthra","vulgaris","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,79,174.627931980873,0.0242144907543,4.22852644439338,"na"
"C-D",2021-04-22,"2021","April","12:00","none","Synchaeta","spp.","Rotifera",24,6,271.43424,120,0.2,2.21048015165662,25,55.2620037914156,0.021044168145,1.16294289981618,"na"
"C-D",2021-04-22,"2021","April","12:00","none","veliger","quagga","Bivalvia",24,6,271.43424,120,0.2,2.21048015165662,16,35.367682426506,0.0265105454318876,0.937616551788458,"na"
"C-M",2021-04-22,"2021","April","12:30","none","cyclopoid","copepodid","Copepoda",13,6,147.02688,140,0.16,5.9512927159986,2,11.9025854319972,0.361608931810693,4.30408120385002,"na"
"C-M",2021-04-22,"2021","April","12:30","none","nauplii",NA,"Copepoda",13,6,147.02688,140,0.16,5.9512927159986,20,119.025854319972,0.0370897198557817,4.41463559232284,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Collotheca","spp.","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,4,23.8051708639944,0.02401490025,0.571678803733032,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Keratella","americana","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,6,35.7077562959916,0.0058575010032,0.209158218325792,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Keratella","cochlearis","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,1,5.9512927159986,0.0021346578,0.0127039734162896,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Keratella","cochlearis var. tecta","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,10,59.512927159986,0.0010929447936,0.0650443438914027,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Keratella","tropica","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,36,214.24653777595,0.064925616987,13.9100886524321,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Polyarthra","vulgaris","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,83,493.957295427884,0.0199832432184,9.87086877403846,"na"
"C-M",2021-04-22,"2021","April","12:30","none","Synchaeta","spp.","Rotifera",13,6,147.02688,140,0.16,5.9512927159986,68,404.687904687905,0.0119449351465714,4.8339707760989,"na"
"C-M",2021-04-22,"2021","April","12:30","none","veliger","quagga","Bivalvia",13,6,147.02688,140,0.16,5.9512927159986,14,83.3180980239804,0.0242276771247325,2.01860397757181,"na"
"GR-D",2021-04-22,"2021","April","09:15","none","Alona","affinis","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,1.08078673899209,0.388221865641301,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Camptocercus","spp.","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,5,1.79601512322101,13.1700774707103,23.653658311388,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Chydorus","sphaericus","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,50,17.9601512322101,1.04038720135222,18.6855114763417,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Daphnia","spp.","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,1.42397993749572,0.511497900581124,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Eurycercus","spp.","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,2,0.718406049288402,9.12750884512873,6.55725756927388,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Macrothrix","spp.","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.137426572553114,0.0493640405275644,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Picripleuroxus","denticulatus","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,7,2.51442117250941,7.29001769174852,18.3301748321006,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Pseudochydorus","globosus","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,3,1.0776090739326,7.83000213500377,8.43768134959172,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Simocephalus","spp.","Cladocera",10,6,113.0976,260,6.4,0.359203024644201,8,2.87362419715361,0.745813038520123,2.14318639404408,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","ostracod",NA,"Ostracoda",10,6,113.0976,260,6.4,0.359203024644201,3,1.0776090739326,0.604315433386353,0.651215794534648,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Acanthocyclops","vernalis","Copepoda",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,19.9092668836764,7.15146888306519,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","cyclopoid","copepodid","Copepoda",10,6,113.0976,260,6.4,0.359203024644201,25,8.98007561610503,0.987266410940036,8.86572702348214,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Eucyclops","pectinifer","Copepoda",10,6,113.0976,260,6.4,0.359203024644201,3,1.0776090739326,2.83479407892285,3.05479982217768,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","nauplii",NA,"Copepoda",10,6,113.0976,260,6.4,0.359203024644201,102,36.6387085137085,0.0478560720853591,1.7533846757465,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","bdelloid",NA,"Rotifera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.6473648630592,0.232535416859244,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Euchlanis","spp.","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,4,1.4368120985768,0.419502950856,0.602746915178571,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Keratella","cochlearis","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.0021346578,0.000766775538340336,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Keratella","cochlearis var. tecta","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,2,0.718406049288402,0.0010929447936,0.000785178151260505,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Lecane","spp.","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.023449215933,0.00842302928866859,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Lepadella","ovalis","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.010673289,0.00383387769170168,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Monostyla","bulla","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,1,0.359203024644201,0.007780827681,0.00279489683725053,"High detritus."
"GR-D",2021-04-22,"2021","April","09:15","none","Synchaeta","spp.","Rotifera",10,6,113.0976,260,6.4,0.359203024644201,4,1.4368120985768,0.007780827681,0.0111795873490021,"High detritus."
"R-CRS",2021-04-21,"2021","April","11:05","none","Bosmina","longirostris","Cladocera",4.5,6,50.89392,91,0.65,2.7508197442838,53,145.793446447041,0.82297662772954,119.984598902053,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Daphnia","galeata","Cladocera",4.5,6,50.89392,91,0.65,2.7508197442838,2,5.50163948856759,2.11219459444002,11.6205331883102,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Daphnia","lumholtzi","Cladocera",4.5,6,50.89392,91,0.65,2.7508197442838,1,2.7508197442838,6.51969155565862,17.9344962579461,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","cyclopoid","copepodid","Copepoda",4.5,6,50.89392,91,0.65,2.7508197442838,33,90.7770515613653,0.625593738621039,56.7895550672693,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Diacyclops","thomasi","Copepoda",4.5,6,50.89392,91,0.65,2.7508197442838,1,2.7508197442838,2.2482992811269,6.18466605358295,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","nauplii",NA,"Copepoda",4.5,6,50.89392,91,0.65,2.7508197442838,47,129.288527981338,0.0495353440259051,6.40435171215845,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","bdelloid",NA,"Rotifera",4.5,6,50.89392,91,0.65,2.7508197442838,1,2.7508197442838,0.0304839807129,0.0838559360294118,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Collotheca","spp.","Rotifera",4.5,6,50.89392,91,0.65,2.7508197442838,5,13.754098721419,0.012295628928,0.169115294117647,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Keratella","cochlearis","Rotifera",4.5,6,50.89392,91,0.65,2.7508197442838,31,85.2754120727977,0.00319398173325,0.272368108455882,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Polyarthra","vulgaris","Rotifera",4.5,6,50.89392,91,0.65,2.7508197442838,51,140.291806958474,0.0223242512724,3.13190955,"na"
"R-CRS",2021-04-21,"2021","April","11:05","none","Synchaeta","spp.","Rotifera",4.5,6,50.89392,91,0.65,2.7508197442838,4,11.0032789771352,0.018443443392,0.202938352941177,"na"
"R-D",2021-04-21,"2021","April","10:30","none","Bosmina","longirostris","Cladocera",24,6,271.43424,168,0.3,2.06311480821285,17,35.0729517396184,0.89022035020623,31.2226553804093,"na"
"R-D",2021-04-21,"2021","April","10:30","none","Daphnia","galeata","Cladocera",24,6,271.43424,168,0.3,2.06311480821285,1,2.06311480821285,4.99784647402862,10.3111310697428,"na"
"R-D",2021-04-21,"2021","April","10:30","none","Daphnia","lumholtzi","Cladocera",24,6,271.43424,168,0.3,2.06311480821285,1,2.06311480821285,5.733897586094,11.8296890186464,"na"
"R-D",2021-04-21,"2021","April","10:30","none","Daphnia","spp.","Cladocera",24,6,271.43424,168,0.3,2.06311480821285,1,2.06311480821285,5.26714744672369,10.8667298943761,"na"
