"Station_ID","Sample_Year","Sample_Month","Sample_mo_yr","mu_Chla_mg.L","mu_Chlb_mg.L","mu_Chlc_mg.L","mu_Pheophytin_mg.L","mu_Chla_Pheo_664.665a","mu_EC_uS.cm","mu_wq_pH","mu_TDS_mg.L","mu_Sum_TDS_mg.L","mu_TSS_mg.L","mu_Na_mg.L","mu_K_mg.L","mu_Ca_mg.L","mu_Mg_mg.L","mu_CO3_mg.L","mu_HCO3_mg.L","mu_Alk_mg.L","mu_Cl_mg.L","mu_SO4_mg.L","mu_SiO2_mg.L","mu_F_mg.L","mu_TP_mg.L","mu_Total_Dissolved_P_mg.L","mu_NH3_N_mg.L","mu_NO3_NO2_asN_mg.L","mu_TN_mg.L","mu_As_mg.L","mu_Be_mg.L","mu_Cd_mg.L","mu_Cr_mg.L","mu_Cu_mg.L","mu_Mn_mg.L","mu_Mo_mg.L","mu_Ni_mg.L","mu_Pb_mg.L","mu_Zn_mg.L","mu_Al_mg.L","mu_Fe_mg.L","mu_Se_mg.L","mu_n_DEP","mu_max_DEP_m","mu_Deg_C","mu_mmHg","mu_DO_percent","mu_DO_mg.L","mu_SPC_uS.cm","mu_mp_pH","mu_mp_pH_mV"
"A-M",2021,"July","July_2021",0.0211258333333333,0.00035,0.00128383333333333,0.0118815,1.37037037037037,1401.5,8.275,753.1396863016,747.553567341863,2.71732609786237,221.19732563858,5.4882307776978,42.041975326836,14.838050450942,1.39840260056,155.981821502464,127.8539520512,329.1240406318,41.35276261656,16.80580268173,0.2661959236066,0.01887843510756,0.01867866330748,0.00859018740344,0.0039954360016,0.5209049687086,0.08110735083248,0.0119863080048,0.0159817440064,0.01668094530668,0.02017695180808,0.06362731832548,0.0279680520112,0.08150689443264,0.079908720032,0.1917809280768,0.5373861422152,0.0364583535146,0.234731865094,12,11.086,21.9333333333333,709.6,47.0166666666667,3.7925,1418.58333333333,8.46083333333333,-85.7
"A-M",2022,"April","April_2022",0.0138249,0.00035,0.0019225,0.0012816,1.63513513513514,1409,8.53,770.1202893084,768.964609444937,3.52504841830721,220.39823843826,5.898262397362,47.380876683974,15.237594051102,7.89098610316,170.60511726832,145.8334140584,334.170526016571,41.7340770399627,16.65597383167,0.2926656871172,0.0309646290124,0.0309646290124,0.16840762746744,0.0079908720032,0.3815641381528,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00569349630228,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.7011990182808,0.2776828021112,72,17.048,19.6194444444444,709.8,107.102777777778,9.61361111111111,1443.25277777778,8.63944444444444,-122.701388888889
"A-M",2022,"January","January_2022",0.0044141,0.0003768,0.000567500000000001,0.0013884,1.5,1399,7.875,745.6482437986,760.146682189406,2.38025974563404,218.85000698764,5.638559057258,53.668694091492,15.18265680608,1.39840260056,176.454435574662,144.63478325792,323.1308866294,38.75572921552,17.924524762178,0.204766095082,0.0501926647701,0.0302154847621,0.00943921755378,0.214754685086,0.5328912767134,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00569349630228,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.01628140170652,0.2776828021112,20,10.053,12.77,715.8,70.28,7.41,1376.85,8.039,-75.88
"A-M",2022,"July","July_2022",0.0134648421052632,0.00035,0.00156757894736842,0.00196736842105263,1.6,1428,8.75,781.607167813,767.764480355956,2.44051116592575,219.94875188808,6.81721267773,42.181815586892,15.367445721154,1.39840260056,163.780912577587,134.24664965376,345.1057846382,40.7035042663,17.025551661818,0.2831765266134,0.00829052970332,0.004994295002,0.03725744071492,0.0664241235266,0.3411103486366,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.0057434392523,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.0344606355138,0.2776828021112,22,14.709,22.05,705.7,48.0409090909091,3.72045454545455,1440.22727272727,8.09,-101.859090909091
"A-M",2022,"October","October_2022",0.00551294736842105,0.00165431578947368,0.00035,0.00303536842105263,1.38235294117647,1493.5,8.07,769.121430308,774.068279507481,1.9977180008,225.04293279012,6.707338187686,45.493033173218,15.88185810636,1.39840260056,172.554890037101,141.43843445664,340.06154668618,39.30510166574,16.65597383167,0.209760390084,0.0207263242583,0.004994295002,0.01363442535546,0.057434392523,0.2227455570892,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00983876115394,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.7011990182808,0.2776828021112,14,7.454,20.9642857142857,711.3,74.5642857142857,6.62214285714286,1462.64285714286,8.23857142857143,-104.792857142857
"A-M",2023,"April","April_2023",0.0020528,0.00035,0.00035,0.000186899999999999,1.63636363636364,1380.5,8.13,747.1465322992,739.23007529153,1.9977180008,209.0112458337,6.872149922752,45.702793563302,15.28254270612,1.39840260056,168.167901307344,137.8425420552,323.263235446953,37.227474944908,17.370158016956,0.2192495505878,0.0279680520112,0.0169806030068,0.02357307240944,NA,0.4849460446942,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00963898935386,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.04564785631828,0.2776828021112,20,14.005,13.97,705.6,96.645,9.92,1365.7,8.0965,-119.535
"A-M",2023,"January","January_2023",0.00161175257731959,0.000407422680412371,0.00035,0.000357835051546391,1.55555555555556,1484.5,8.085,792.5946168174,792.341406060799,1.9977180008,222.246127589,7.511419683008,48.1949467693,16.101607086448,1.39840260056,183.278640265395,150.22839366016,350.5995091404,39.734611035912,17.609884177052,0.2417238780968,0.0259703340104,0.0339612060136,0.00754138545302,0.2062643835826,0.4300087996722,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00859018740344,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.04999289297002,0.2776828021112,23,19.602,12,712.7,77.3260869565217,8.2904347826087,1460.82608695652,7.94652173913043,-97.7608695652174
"A-M",2023,"July","July_2023",0.0116368131868132,0.00035,0.00115791208791209,0.00363824175824176,1.5,1372,8.6,752.1408273012,715.292918776444,5.23305735077986,204.16677968176,6.452629142584,37.651990020078,15.2325997561,4.055367541624,148.182730427341,124.25805964976,322.092073268984,38.0305575812296,17.115448971854,0.279680520112,0.0259703340104,0.004994295002,0.0019977180008,0.0094891605038,0.5688502007278,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.0097388752539,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.07526402568014,0.2776828021112,21,12.979,21.9571428571429,708.4,76.5714285714286,6.2547619047619,1437.42857142857,8.12714285714286,-81.1904761904762
"A-TMI",2021,"April","April_2021",0.0063825,0.00035,0.000808452380952381,0.00235214285714286,1.46875,1421,8.61,754.138545302,757.419797118314,3.03024640570787,219.14966468776,5.8003742153228,46.416977748588,14.623295765856,12.465760324992,163.780912577587,144.63478325792,327.6257521312,40.9532190164,15.58220040624,0.319634880128,0.03735732661496,0.03675801121472,0.00988870410396,NA,0.4065356131628,0.08110735083248,0.0119863080048,0.0159817440064,0.01668094530668,0.02527113271012,0.02567067631028,0.0279680520112,0.08150689443264,0.079908720032,0.1917809280768,0.02856736741144,0.02237444160896,0.40124166046068,16,14.047,14.65625,704.4,107.3125,10.8725,1308.1875,12.016875,-309.95
"A-TMI",2021,"July","July_2021",0.0120574666666667,0.00035,0.0004644,0.0257388,0.887640449438202,1386,8.6,753.1396863016,735.650664063596,4.07697551183673,219.34943648784,5.4078226281656,37.187520584892,14.523409865816,1.39840260056,142.333412120998,116.66673124672,330.6223291324,41.4526485166,17.110454676852,0.3266268931308,0.02507136091004,0.004994295002,0.00744149955298,0.0039954360016,0.6232880162496,0.08110735083248,0.0119863080048,0.0159817440064,0.01668094530668,0.02017695180808,0.02567067631028,0.0279680520112,0.08150689443264,0.079908720032,0.1917809280768,0.52380165980976,0.03286246111316,0.234731865094,9,8.05,23.1555555555556,709,72.0666666666667,5.86222222222222,1407.33333333333,8.66222222222222,-97.6111111111111
"A-TMI",2022,"April","April_2022",0.0149105263157895,0.00035,0.00189094736842105,0.00193926315789473,1.61038961038961,1422,8.52,762.1294173052,779.868653722804,6.37569574723405,225.64224819036,6.152971442464,46.566806598648,15.142702446064,9.58904640384,170.60511726832,147.8311320592,336.319820870682,44.3648219322662,16.990591596804,0.6222891572492,0.0379566420152,0.0379566420152,0.0409532190164,0.0079908720032,0.4764557431908,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.00569349630228,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.7011990182808,0.2776828021112,33,9.744,20.5727272727273,710.2,120.363636363636,10.6909090909091,1460.51515151515,8.84424242424242,-132.675757575758
"A-TMI",2022,"January","January_2022",0.0057373,0.000774200000000001,0.0018727,0.0018156,1.5,1387,7.91,731.1647882928,754.567055813172,3.40037106519153,217.05206078692,6.1949235204808,46.676681088692,14.573352815836,1.39840260056,187.178185802957,153.42474246144,312.807678860266,45.308244258144,19.817362567936,0.8420381373372,0.05104169492044,0.03975458821592,0.02866725331148,0.0819064380328,0.4205196391684,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.0059931540024,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.01628140170652,0.2776828021112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A-TMI",2022,"July","July_2022",0.0102163157894737,0.00035,0.000795473684210526,0.00382231578947368,1.46551724137931,1437,8.74,787.1008923152,776.950487153135,3.82541744834045,227.34030849104,6.982024412796,36.598193774656,15.761995026312,1.39840260056,154.032048733683,126.25577765056,355.5938041424,41.9091270797828,16.93066005678,0.2906679691164,0.02217466980888,0.004994295002,0.0344606355138,0.0809075790324,0.609303990244,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.01618151580648,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.01628140170652,0.2776828021112,11,5.119,26.0272727272727,706.3,101.581818181818,8.10181818181818,1460.27272727273,8.61727272727273,-131.581818181818
"A-TMI",2022,"October","October_2022",0.0117474594594595,0.00103589189189189,0.00120432432432432,0.00173189189189189,1.6,1481,7.94,782.1065973132,771.482732984946,1.9977180008,225.04293279012,6.712332482688,45.388152978176,15.78197220632,1.39840260056,172.554890037101,141.43843445664,337.6143421352,39.25515871572,16.770842616716,0.239726160096,0.01618151580648,0.004994295002,0.01338471060536,0.0539383860216,0.1488299910596,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.01578197220632,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.7011990182808,0.2776828021112,14,6.444,20.4071428571429,711.6,72.6642857142857,6.49642857142857,1450.92857142857,8.08714285714286,-96.6
"A-TMI",2023,"April","April_2023",0.000480869565217391,0.00035,0.00035,0.000812608695652174,1,1317,8.01,708.1910312836,711.927762804096,1.9977180008,202.56860528112,6.522549272612,44.24945371772,14.88299910596,1.39840260056,162.806026193197,133.44756245344,309.34663242388,35.5174283362232,18.289108297324,0.1558220040624,0.0379566420152,0.0339612060136,0.04155253441664,0.4285105111716,0.5823347972332,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.0109874490044,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.05104169492044,0.2776828021112,18,10.753,11.2,706.8,102.344444444444,11.1905555555556,1317,7.94444444444444,-111.066666666667
"A-TMI",2023,"January","January_2023",0.000607934782608696,0.00035,0.000543586956521739,0.000522391304347826,1.25,1480,8.03,784.104315314,787.490447325356,1.9977180008,225.14281869016,7.471465322992,44.34933961776,15.462337326192,1.39840260056,173.529776421491,142.23752165696,348.6017911396,42.85105111716,18.119302267256,0.639269760256,0.0259703340104,0.0359589240144,0.0983876115394,0.14982885006,0.4654682941864,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.01268550930508,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.11756570434708,0.2776828021112,24,9.034,11.775,712.3,81.8541666666667,8.82875,1455.66666666667,7.93583333333333,-97.0666666666667
"A-TMI",2023,"July","July_2023",0.0202882608695652,0.00035,0.00291913043478261,0.0135821739130435,1.32258064516129,1338,8.94,730.1659292924,691.78377334303,4.77715174104345,203.46757838148,6.462617732588,27.978040601204,14.972896415996,10.547951044224,112.111934204896,100.68498724032,323.751178068648,38.2503065613176,16.4811735066,0.2816782381128,0.054937245022,0.0069920130028,0.0019977180008,0.0089897310036,0.7301659292924,0.3066497131228,0.03356166241344,0.07031967362816,0.05433792962176,0.03306223291324,0.1418379780568,0.04055367541624,0.07651259943064,0.289669110116,5.433792962176,1.807934790724,0.30495165282212,0.2776828021112,17,8.873,25.3058823529412,709.2,135.411764705882,10.8364705882353,1412.70588235294,8.69176470588235,-115.1
"B-BC",2021,"April","April_2021",0.0089305,0.000883000000000001,0.0012875,0.00035,1.71739130434783,646.5,8.31,373.0738366494,382.922086963844,8.31365912032974,42.681245087092,2.941639756178,43.615178252466,35.000019374016,10.28824770412,291.49102893273,246.91794489888,28.61731036146,63.9269760256,17.9794620072,0.364583535146,0.05583621812236,0.04874431921952,0.01718037480688,0.0094891605038,0.2382278715954,0.0908961690364,0.0119863080048,0.0159817440064,0.01668094530668,0.0264697635106,0.212257537585,0.0279680520112,0.08150689443264,0.079908720032,0.2419735928469,0.02856736741144,0.57993753563224,0.4762060284407,12,12.01,18.15,711.9,78.425,7.29916666666667,570.75,10.9908333333333,-255.275
